108.31;True;Position (-0.1422684, -0.3036567, -0.02621218), Orientation(0.2328512, 0.6344455, 0.2713956, 0.6852763);0,0,0,1;0,0,0,1;0.2037675,-0.4955584,0.1525551,0.8304382;0.2636702,0.1497719,-0.07729725,0.9497744;-0.08251172,0.05625331,-0.1570454,0.9825295;0.0851362,-0.07457114,0.1859726,0.9760149;0.03853839,-0.1106387,-0.1132941,0.9866298;-0.02609064,0.005704802,-0.05744008,0.9979917;-0.01628197,0.02655744,0.03283213,0.9989753;-0.005725567,-0.02544425,-0.1400732,0.9897976;-0.01142364,0.004027573,-0.02910743,0.999503;-0.04483472,1.222588E-05,-0.01237598,0.9989178;-0.05315395,0.003444895,-0.08318282,0.9951099;-0.0351419,0.00067756,-0.06850104,0.9970317;-0.006740951,-0.02948285,-0.04460594,0.9985468;-0.207036,0.1403428,-0.0183118,0.9680417;0.0903944,-0.07805078,0.009056147,0.9928015;-0.0485739,0.03768736,-0.1144653,0.991523;0.0008565346,-0.0491056,-0.03747668,0.9980899;False;False;False;False;High;High;High;High;High;True;Position (0.00288707, -0.3005193, -0.01404454), Orientation(-0.611976, 0.2401825, -0.6743428, 0.3362436);0,0,0,1;0,0,0,1;0.2926516,-0.4628637,0.07984743,0.8329086;0.263105,0.06698334,-0.1007914,0.9571469;-0.08298927,0.06135706,-0.1018833,0.9894281;0.08513646,-0.07457355,0.1860067,0.9760083;0.02949451,-0.1285776,-0.05228157,0.9898811;-0.02585241,0.007116061,-0.003292946,0.999635;-0.01629048,0.02653297,0.03126495,0.9990262;-0.008732526,0.009580387,-0.05077258,0.9986261;-0.01134221,0.004176862,-0.01594273,0.9997998;-0.03537091,0.004161741,0.08268839,0.9959389;-0.0494646,0.06870639,0.01903461,0.9962282;-0.03468508,0.001338055,-0.04889382,0.9982007;-0.003630775,-0.02919684,0.02176801,0.9993301;-0.207036,0.1403428,-0.0183118,0.9680417;0.09798073,-0.01981502,0.159996,0.982043;-0.05697257,0.03291064,-0.2179627,0.9737368;0.0006786441,-0.04917276,0.01422894,0.9986888;False;False;False;False;High;High;High;High;High;
108.32;True;Position (-0.1421731, -0.3037369, -0.02606624), Orientation(0.2326873, 0.6342654, 0.2708989, 0.6856952);0,0,0,1;0,0,0,1;0.2051373,-0.4951153,0.1514686,0.8305641;0.2636772,0.1483465,-0.07770935,0.9499626;-0.08248962,0.05606558,-0.1590298,0.9822229;0.08513597,-0.07456867,0.1859379,0.9760218;0.03866268,-0.1097257,-0.1144663,0.9865916;-0.02609091,0.005702897,-0.05751266,0.9979876;-0.01628103,0.0265601,0.03300306,0.9989696;-0.005716801,-0.02571006,-0.1395079,0.9898707;-0.01142626,0.004022694,-0.02953656,0.9994904;-0.04504983,-8.422986E-05,-0.01458438,0.9988783;-0.05318374,0.004173071,-0.0833479,0.9950916;-0.03517314,0.0006316482,-0.06986269,0.9969361;-0.006772584,-0.0294851,-0.0452833,0.998516;-0.207036,0.1403428,-0.0183118,0.9680417;0.09042944,-0.07777335,0.008176158,0.9928278;-0.04852777,0.03771166,-0.1139112,0.9915882;0.0008551276,-0.04910665,-0.03706556,0.9981052;False;False;False;False;High;High;High;High;High;True;Position (0.002845965, -0.3008862, -0.01401793), Orientation(-0.6116678, 0.2401994, -0.6749079, 0.3356579);0,0,0,1;0,0,0,1;0.2927639,-0.4628171,0.07975268,0.832904;0.2630722,0.06524276,-0.1012757,0.957225;-0.08299044,0.06137395,-0.1016966,0.9894462;0.08513646,-0.07457355,0.1860067,0.9760083;0.02970571,-0.1285071,-0.05358434,0.9898143;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01629856,0.02650952,0.02976759,0.9990724;-0.008746568,0.009807817,-0.05354686,0.9984789;-0.0113493,0.004164035,-0.01707646,0.9997811;-0.03537139,0.004161536,0.08268368,0.9959393;-0.04960249,0.06868821,0.01662917,0.9962656;-0.03471882,0.001289949,-0.05032303,0.9981285;-0.003638468,-0.0291977,0.02160437,0.9993336;-0.207036,0.1403428,-0.0183118,0.9680417;0.09791563,-0.01957417,0.1575534,0.9824491;-0.05704057,0.03286889,-0.2188234,0.9735412;0.0006806218,-0.04917273,0.01365719,0.9986967;False;False;False;False;High;High;High;High;High;
108.33;True;Position (-0.1421109, -0.303813, -0.02595761), Orientation(0.2325341, 0.6341427, 0.2704982, 0.6860186);0,0,0,1;0,0,0,1;0.2061561,-0.4947846,0.1506599,0.8306561;0.2636818,0.1473362,-0.07800133,0.9500947;-0.08247438,0.05593742,-0.1603827,0.9820114;0.08513577,-0.07456689,0.1859127,0.9760268;0.03875396,-0.1090689,-0.1153318,0.9865601;-0.02609108,0.005701663,-0.05755958,0.9979848;-0.01628034,0.02656209,0.03313074,0.9989654;-0.005711785,-0.02587999,-0.1391326,0.9899191;-0.01142795,0.004019555,-0.02981264,0.9994822;-0.04519988,-0.0001515727,-0.01612619,0.9988478;-0.0532045,0.004677793,-0.08345921,0.995079;-0.03519465,0.0005999713,-0.07080206,0.9968691;-0.006794563,-0.02948666,-0.04575394,0.9984944;-0.207036,0.1403428,-0.0183118,0.9680417;0.09045562,-0.07756741,0.00750604,0.9928468;-0.04849941,0.03772658,-0.1135707,0.9916281;0.0008541921,-0.04910735,-0.03679209,0.9981153;False;False;False;False;High;High;High;High;High;True;Position (0.002830237, -0.3011514, -0.01399104), Orientation(-0.6114774, 0.2401895, -0.6753017, 0.3352194);0,0,0,1;0,0,0,1;0.2928977,-0.4627616,0.07963966,0.8328987;0.2630495,0.06406419,-0.1016035,0.9572762;-0.082991,0.06138203,-0.1016074,0.9894548;0.08513646,-0.07457355,0.1860067,0.9760083;0.02986541,-0.128434,-0.05456845,0.9897652;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01630455,0.02649207,0.02865512,0.9991052;-0.008757207,0.009937186,-0.05556903,0.9983671;-0.01135445,0.004154694,-0.01790179,0.9997666;-0.03537261,0.004161006,0.08267156,0.9959402;-0.04970933,0.06860209,0.01485179,0.9962943;-0.03474383,0.001254216,-0.05138455,0.9980736;-0.003644069,-0.02919833,0.02148522,0.9993361;-0.207036,0.1403428,-0.0183118,0.9680417;0.09785253,-0.01950332,0.1558374,0.9827304;-0.05709093,0.03283793,-0.2194611,0.9733956;0.0006820324,-0.04917271,0.01324938,0.9987022;False;False;False;False;High;High;High;High;High;
108.34;True;Position (-0.1420874, -0.3038455, -0.02591439), Orientation(0.2324689, 0.6340955, 0.2703345, 0.6861489);0,0,0,1;0,0,0,1;0.2065627,-0.4946523,0.1503369,0.8306924;0.2636834,0.1469396,-0.07811586,0.9501461;-0.08246844,0.05588774,-0.1609067,0.9819291;0.0851357,-0.07456619,0.1859027,0.9760287;0.03879005,-0.1088101,-0.1156759,0.9865469;-0.02609115,0.005701198,-0.05757733,0.9979838;-0.01628006,0.02656288,0.0331816,0.9989637;-0.005709996,-0.02594385,-0.1389895,0.9899375;-0.01142858,0.004018373,-0.0299166,0.999479;-0.04525848,-0.0001778905,-0.01672873,0.9988352;-0.05321257,0.00487395,-0.08350196,0.9950739;-0.03520301,0.0005876638,-0.07116701,0.9968429;-0.006803111,-0.02948726,-0.04593698,0.9984859;-0.207036,0.1403428,-0.0183118,0.9680417;0.09046602,-0.07748548,0.007236984,0.9928542;-0.04848894,0.03773209,-0.113445,0.9916428;0.000853834,-0.04910761,-0.03668753,0.9981191;False;False;False;False;High;High;High;High;High;True;Position (0.002826042, -0.3012558, -0.01397935), Orientation(-0.6114072, 0.2401824, -0.6754547, 0.3350445);0,0,0,1;0,0,0,1;0.2929575,-0.4627368,0.0795892,0.8328962;0.2630405,0.06360912,-0.10173,0.9572955;-0.08299119,0.06138467,-0.1015783,0.9894576;0.08513646,-0.07457355,0.1860067,0.9760083;0.02992941,-0.1284022,-0.05496285,0.9897456;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01630693,0.0264851,0.0282115,0.999118;-0.008761519,0.009983318,-0.05637198,0.9983215;-0.01135649,0.004150996,-0.01822847,0.9997607;-0.03537322,0.004160747,0.0826656,0.9959407;-0.04975253,0.06855819,0.01414318,0.9963055;-0.0347538,0.001239969,-0.05180773,0.9980514;-0.003646282,-0.02919858,0.02143816,0.9993371;-0.207036,0.1403428,-0.0183118,0.9680417;0.09782553,-0.01948894,0.1551648,0.9828399;-0.05711097,0.0328256,-0.2197149,0.9733377;0.0006825859,-0.0491727,0.0130893,0.9987043;False;False;False;False;High;High;High;High;High;
108.35;True;Position (-0.1417838, -0.3042736, -0.0256556), Orientation(0.2330079, 0.6340626, 0.2704559, 0.6859487);0,0,0,1;0,0,0,1;0.207849,-0.4942327,0.1493147,0.8308056;0.2636906,0.1451686,-0.07862721,0.9503742;-0.08246156,0.05583061,-0.1615091,0.9818339;0.08513593,-0.07456842,0.1859343,0.9760225;0.0388318,-0.1088856,-0.1159385,0.9865061;-0.02608964,0.00571185,-0.05717164,0.9980071;-0.01627834,0.02656783,0.0334988,0.998953;-0.005742516,-0.02581954,-0.1383284,0.9900331;-0.01142527,0.004024545,-0.02937379,0.9994951;-0.0453923,-0.0002380058,-0.01810502,0.9988052;-0.05321207,0.004884222,-0.08413007,0.995021;-0.0352085,0.0005795575,-0.07140738,0.9968255;-0.006806633,-0.02948751,-0.0460124,0.9984823;-0.207036,0.1403428,-0.0183118,0.9680417;0.09044001,-0.07820768,0.007124092,0.9928008;-0.04841252,0.03777227,-0.1125277,0.9917495;0.0008516181,-0.04910925,-0.0360401,0.9981426;False;False;False;False;High;High;High;High;High;True;Position (0.002945639, -0.3019449, -0.01377105), Orientation(-0.6110886, 0.2390744, -0.676352, 0.3346075);0,0,0,1;0,0,0,1;0.2920268,-0.4631226,0.08037483,0.8329332;0.2629829,0.06072529,-0.1025311,0.9574131;-0.0829934,0.06141686,-0.1012225,0.9894919;0.08513646,-0.07457355,0.1860067,0.9760083;0.02972624,-0.1286215,-0.05372079,0.9897914;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01630701,0.02648486,0.02819642,0.9991184;-0.008755629,0.009487054,-0.05649275,0.9983196;-0.01135444,0.004154717,-0.01789978,0.9997667;-0.03534799,0.004171574,0.0829138,0.9959209;-0.04969706,0.06893875,0.01467412,0.9962743;-0.03475039,0.00124484,-0.05166305,0.9980591;-0.00362273,-0.02919593,0.02193911,0.9993263;-0.207036,0.1403428,-0.0183118,0.9680417;0.0982462,-0.01667411,0.1538527,0.983056;-0.05713953,0.03280802,-0.2200769,0.9732548;0.0006844117,-0.04917264,0.01256134,0.9987111;False;False;False;False;High;High;High;High;High;
108.36;True;Position (-0.1415801, -0.3045792, -0.02547205), Orientation(0.2333329, 0.6340368, 0.2704786, 0.6858531);0,0,0,1;0,0,0,1;0.2088074,-0.4939191,0.1485525,0.8308884;0.263695,0.1439174,-0.0789882,0.9505333;-0.08245639,0.05578766,-0.1619619,0.9817623;0.08513606,-0.07456965,0.1859516,0.9760191;0.03887039,-0.1088816,-0.1162079,0.9864733;-0.02608864,0.005718942,-0.05690155,0.9980225;-0.01627711,0.02657133,0.03372384,0.9989453;-0.005764418,-0.02573728,-0.1378755,0.9900984;-0.01142305,0.004028672,-0.02901078,0.9995058;-0.04549142,-0.0002825588,-0.01912502,0.9987817;-0.05321296,0.004919471,-0.08455322,0.994985;-0.03521326,0.0005725407,-0.07161545,0.9968104;-0.006810158,-0.02948776,-0.04608789,0.9984789;-0.207036,0.1403428,-0.0183118,0.9680417;0.09042569,-0.07867061,0.006966327,0.9927667;-0.04836151,0.03779905,-0.1119155,0.9918203;0.0008501051,-0.04911035,-0.03559797,0.9981585;False;False;False;False;High;High;High;High;High;True;Position (0.003034659, -0.3024262, -0.01362392), Orientation(-0.6108834, 0.2383174, -0.6769701, 0.3342723);0,0,0,1;0,0,0,1;0.2914613,-0.4633565,0.08085194,0.832955;0.262942,0.05874571,-0.1030803,0.9574888;-0.08299477,0.06143647,-0.1010058,0.9895127;0.08513646,-0.07457355,0.1860067,0.9760083;0.02961381,-0.1287481,-0.0530352,0.9898153;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01630774,0.02648273,0.02806044,0.9991223;-0.008752339,0.009145695,-0.05679302,0.9983057;-0.01135357,0.004156303,-0.01775974,0.9997693;-0.03533173,0.004178551,0.08307374,0.9959082;-0.04967586,0.0691408,0.01480941,0.9962593;-0.03475101,0.001243954,-0.05168937,0.9980577;-0.003607417,-0.02919421,0.02226482,0.9993193;-0.207036,0.1403428,-0.0183118,0.9680417;0.09850106,-0.01488398,0.1528588,0.9832142;-0.0571637,0.03279315,-0.2203829,0.9731847;0.0006857335,-0.0491726,0.01217913,0.9987159;False;False;False;False;High;High;High;High;High;
108.37;True;Position (-0.141502, -0.3046993, -0.02540004), Orientation(0.2334521, 0.6340263, 0.2704783, 0.6858223);0,0,0,1;0,0,0,1;0.2091914,-0.4937932,0.148247,0.8309212;0.2636967,0.1434251,-0.0791302,0.9505955;-0.08245431,0.05577043,-0.1621434,0.9817334;0.08513609,-0.07457007,0.1859577,0.9760179;0.03888677,-0.108872,-0.1163252,0.98646;-0.02608826,0.005721658,-0.05679812,0.9980285;-0.01627663,0.02657271,0.03381222,0.9989423;-0.005772837,-0.02570581,-0.1377002,0.9901235;-0.01142219,0.004030259,-0.02887123,0.9995098;-0.04553102,-0.0003003645,-0.01953267,0.998772;-0.05321349,0.004937179,-0.08471641,0.994971;-0.03521525,0.0005696085,-0.07170239,0.9968041;-0.006811685,-0.02948787,-0.04612059,0.9984773;-0.207036,0.1403428,-0.0183118,0.9680417;0.09042069,-0.07884518,0.00689375,0.9927537;-0.04834189,0.03780935,-0.1116802,0.9918473;0.0008495182,-0.04911077,-0.03542658,0.9981645;False;False;False;False;High;High;High;High;High;True;Position (0.003070198, -0.3026139, -0.01356629), Orientation(-0.6108058, 0.2380246, -0.6772098, 0.334137);0,0,0,1;0,0,0,1;0.2912527,-0.4634427,0.08102787,0.8329629;0.2629257,0.05797312,-0.1032946,0.9575174;-0.08299526,0.06144372,-0.1009256,0.9895203;0.08513646,-0.07457355,0.1860067,0.9760083;0.02957405,-0.1287938,-0.05279307,0.9898235;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01630812,0.02648162,0.0279899,0.9991243;-0.008751118,0.009013074,-0.05694018,0.9982986;-0.0113533,0.004156779,-0.0177176,0.9997699;-0.03532558,0.00418119,0.08313422,0.9959033;-0.04967002,0.06921076,0.01482986,0.9962545;-0.03475166,0.001243013,-0.0517173,0.9980562;-0.003601609,-0.02919356,0.02238836,0.9993165;-0.207036,0.1403428,-0.0183118,0.9680417;0.09859407,-0.01421289,0.1524581,0.983277;-0.05717371,0.03278698,-0.2205099,0.9731555;0.0006862565,-0.04917257,0.01202784,0.9987177;False;False;False;False;High;High;High;High;High;
108.38;True;Position (-0.1415609, -0.3051102, -0.02514641), Orientation(0.2334586, 0.6344365, 0.2702573, 0.6855279);0,0,0,1;0,0,0,1;0.2101095,-0.4934915,0.1475161,0.830999;0.2637008,0.1420483,-0.07952709,0.9507679;-0.08246017,0.05581904,-0.1616311,0.9818147;0.08513357,-0.07454556,0.1856116,0.9760859;0.0390847,-0.1083828,-0.1178845,0.9863209;-0.02608644,0.005734511,-0.05630853,0.9980561;-0.01627637,0.02657345,0.03386009,0.9989407;-0.005779345,-0.02565342,-0.1376521,0.9901316;-0.01141932,0.004035599,-0.02840137,0.9995232;-0.04562514,-0.0003426951,-0.02050176,0.9987482;-0.05321202,0.004888036,-0.08427531,0.9950087;-0.03521936,0.000563546,-0.07188214,0.996791;-0.006809453,-0.02948771,-0.04607279,0.9984795;-0.207036,0.1403428,-0.0183118,0.9680417;0.09043048,-0.07869607,0.006755985,0.9927657;-0.04831923,0.03782124,-0.1114084,0.9918785;0.0008485869,-0.04911144,-0.03515454,0.9981741;False;False;False;False;High;High;High;High;High;True;Position (0.003365837, -0.3029965, -0.01316259), Orientation(-0.6107441, 0.237542, -0.6776021, 0.3337977);0,0,0,1;0,0,0,1;0.2906051,-0.46371,0.08157388,0.832987;0.2628813,0.05590343,-0.1038681,0.9575905;-0.08299995,0.0615124,-0.1001662,0.9895929;0.08513646,-0.07457355,0.1860067,0.9760083;0.02947279,-0.1286635,-0.05215478,0.9898773;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01631101,0.02647311,0.02744948,0.9991395;-0.008762693,0.0100556,-0.05642303,0.9983179;-0.01134892,0.004164721,-0.01701586,0.9997821;-0.03527813,0.004201542,0.08360077,0.9958658;-0.04950104,0.07046626,0.01628024,0.9961522;-0.0347165,0.001293257,-0.05022475,0.9981335;-0.003578096,-0.0291909,0.02288846,0.9993054;-0.207036,0.1403428,-0.0183118,0.9680417;0.0989253,-0.01168738,0.1506973,0.9835485;-0.05712355,0.03281786,-0.2198744,0.9733012;0.0006852783,-0.04917261,0.01231077,0.9987143;False;False;False;False;High;High;High;High;High;
108.39;True;Position (-0.1416145, -0.3055207, -0.02489488), Orientation(0.2334214, 0.6348119, 0.2699745, 0.6853044);0,0,0,1;0,0,0,1;0.2110841,-0.4931704,0.1467398,0.83108;0.2637045,0.1406661,-0.07992532,0.9509391;-0.08246537,0.05586219,-0.1611762,0.9818866;0.08513105,-0.07452122,0.185268,0.9761533;0.03928084,-0.1078613,-0.119454,0.9861814;-0.02608469,0.005746799,-0.05584042,0.9980824;-0.01627607,0.02657429,0.03391346,0.9989389;-0.005785655,-0.02560503,-0.1375977,0.9901403;-0.01141658,0.004040694,-0.02795304,0.9995359;-0.0457246,-0.0003874525,-0.02152641,0.9987221;-0.05321173,0.004866386,-0.08385119,0.9950446;-0.03522427,0.0005562892,-0.07209732,0.9967753;-0.006808319,-0.02948763,-0.04604853,0.9984807;-0.207036,0.1403428,-0.0183118,0.9680417;0.09044306,-0.07852255,0.006550521,0.9927797;-0.0482988,0.03783195,-0.1111633,0.9919066;0.0008476879,-0.04911208,-0.034892,0.9981833;False;False;False;False;High;High;High;High;High;True;Position (0.003654346, -0.3033828, -0.01277459), Orientation(-0.6106957, 0.2370639, -0.6779983, 0.3334218);0,0,0,1;0,0,0,1;0.2900327,-0.463946,0.08205637,0.8330078;0.2628368,0.0538866,-0.1044265,0.9576576;-0.08300424,0.06157577,-0.09946505,0.9896593;0.08513646,-0.07457355,0.1860067,0.9760083;0.02939575,-0.1285177,-0.05166401,0.9899242;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01631437,0.02646323,0.02682187,0.9991567;-0.008773974,0.01105305,-0.05614445,0.998323;-0.01134519,0.004171474,-0.01641903,0.9997922;-0.03523309,0.004220861,0.08404365,0.9958301;-0.04935309,0.07161314,0.01744212,0.9960581;-0.03468606,0.001336674,-0.04893487,0.9981986;-0.003555831,-0.02918838,0.023362,0.9992946;-0.207036,0.1403428,-0.0183118,0.9680417;0.09921648,-0.009332424,0.1489022,0.9838176;-0.05708073,0.03284422,-0.2193319,0.9734253;0.0006844094,-0.04917264,0.01256201,0.998711;False;False;False;False;High;High;High;High;High;
108.4;True;Position (-0.1416506, -0.3058145, -0.02471558), Orientation(0.2333758, 0.6350658, 0.2697454, 0.6851748);0,0,0,1;0,0,0,1;0.2117665,-0.492945,0.1461959,0.8311359;0.2637067,0.1397212,-0.0801974,0.9510548;-0.08246871,0.05589009,-0.160882,0.9819329;0.08512932,-0.07450455,0.1850329,0.9761993;0.0394135,-0.1074938,-0.1205277,0.9860856;-0.02608351,0.00575506,-0.05552562,0.9980999;-0.01627586,0.02657488,0.0339519,0.9989375;-0.005789916,-0.02557314,-0.1375585,0.9901465;-0.01141474,0.004044109,-0.02765256,0.9995443;-0.04579416,-0.0004187684,-0.02224332,0.9987032;-0.05321192,0.004860386,-0.08356555,0.9950687;-0.0352279,0.0005509279,-0.07225627,0.9967636;-0.006807898,-0.0294876,-0.04603949,0.9984811;-0.207036,0.1403428,-0.0183118,0.9680417;0.09045254,-0.07839552,0.006388572,0.9927899;-0.04828551,0.03783891,-0.1110039,0.9919248;0.0008470822,-0.04911252,-0.03471499,0.9981895;False;False;False;False;High;High;High;High;High;True;Position (0.00385794, -0.303661, -0.01250342), Orientation(-0.6106665, 0.2367233, -0.6782835, 0.3331366);0,0,0,1;0,0,0,1;0.2896633,-0.464098,0.08236749,0.8330209;0.2628062,0.05252841,-0.1048022,0.9577005;-0.08300705,0.06161753,-0.09900277,0.9897028;0.08513646,-0.07457355,0.1860067,0.9760083;0.02935054,-0.1284127,-0.05137371,0.9899544;-0.02585241,0.007116061,-0.003292945,0.999635;-0.01631681,0.02645604,0.02636541,0.999169;-0.008781695,0.01172455,-0.05602719,0.9983218;-0.01134284,0.004175734,-0.01604254,0.9997982;-0.03520291,0.004233805,0.08434037,0.995806;-0.04925765,0.07236694,0.01815017,0.9959956;-0.03466661,0.001364353,-0.04811244,0.9982393;-0.003540963,-0.02918669,0.02367818,0.9992872;-0.207036,0.1403428,-0.0183118,0.9680417;0.09940651,-0.007742222,0.1476709,0.9839979;-0.05705366,0.03286085,-0.218989,0.9735034;0.0006838483,-0.04917266,0.01272432,0.9987091;False;False;False;False;High;High;High;High;High;
